province_name,year,total_light,mean_light,max_light,std_light,pixel_count,lit_pixels,population,area_km2,latitude,longitude,national_gdp,light_share,population_share,area_share,combined_weight,final_weight,allocated_gdp,gdp_per_capita,gdp_per_km2
Vientiane Capital,2012,9028.93,1.3761514,4.69,1.4672652,6561,6561,841973.583569389,3920.0,17.9667,102.6,10192846339,0.15097412,0.1432891248848258,0.01650394284246734,0.1352216065517117,0.13522160300034666,1.378293021095795e9,1636.978936147593,351605.3625244375
Phongsaly,2012,2953.88,0.10853069,0.7,0.042522922,27225,27195,158002.81521421392,16270.0,21.68,102.1,10192846339,0.04939228,0.026889305749243538,0.06849978317524072,0.04455213758480239,0.04455213641471643,4.5411308054937094e8,2874.0822113435293,27911.06825749053
Luang Namtha,2012,1495.0798,0.09657515,4.69,0.110889696,15500,15457,156017.8931413949,9325.0,20.93,101.4,10192846339,0.02499946,0.026551506853495437,0.039260017093369376,0.02689112988864702,0.026891129182397323,2.740971476383746e8,1756.8314897700075,29393.79599339138
Oudomxay,2012,2724.7495,0.106443845,4.69,0.09135795,25600,25595,273079.4713259073,15370.0,20.69,101.98,10192846339,0.045560956,0.04647333269580589,0.06471061262467423,0.04774963467197823,0.04774963341791545,4.867046761723916e8,1782.282182579491,31665.886543421704
Bokeo,2012,2080.13,0.20403431,4.69,0.5106028,10201,10180,159032.56011782304,6196.0,20.23,100.42,10192846339,0.03478217,0.027064550256876718,0.026086334145899906,0.0315973012412868,0.03159730041143753,3.220664278210042e8,2025.160304169119,51979.73334748293
Luang Prabang,2012,3404.9597,0.120640576,4.69,0.23002003,28224,28217,383392.66954728455,16875.0,19.8856,102.1348,10192846339,0.056934856,0.06524670272171337,0.07104694782312151,0.06083961912583804,0.06083961752798913,6.201288727863243e8,1617.4771247415376,36748.37764659699
Huaphanh,2012,2734.0298,0.10449986,1.96,0.06950543,27390,25597,256897.38525013908,16500.0,20.27,104.0,10192846339,0.045716133,0.043719425687490994,0.06946812676038548,0.04749232016348435,0.0474923189161795,4.8408190899540067e8,1884.3395720982278,29338.297514872767
Xayabury,2012,3067.13,0.11267514,4.69,0.18892081,27225,27203,338551.71755072527,16389.0,18.1167,101.7167,10192846339,0.051285952,0.05761555977854532,0.06900079572581562,0.05495631890392653,0.05495631746059247,5.601612992331218e8,1654.581176801127,34179.10178980546
Xiangkhouang,2012,2809.0098,0.10648659,4.69,0.24493276,26569,26203,217208.70861612074,15880.0,19.45,103.2,10192846339,0.046969887,0.036965109573894483,0.06685780926999524,0.04595724592068315,0.04595724471369441,4.6843513353050715e8,2156.6130405866284,29498.434101417326
Vientiane Province,2012,2474.9893,0.09549675,3.1,0.07500865,25921,25907,372030.8548737557,15610.0,18.5,102.0,10192846339,0.04138468,0.06331312129654346,0.0657210581048253,0.0503968491998442,0.05039684787625684,5.136873263726444e8,1380.7653844919882,32907.580164807456
Bolikhamxay,2012,4097.26,0.16630514,4.69,0.2843571,24649,24601,242966.5345843302,14863.0,18.2667,103.15,10192846339,0.06851091,0.04134863943034657,0.06257604654785512,0.05976874389914598,0.05976874232942178,6.092136064390812e8,2507.3971914746635,40988.60300336952
Khammouane,2012,6824.24,0.2509373,4.69,0.5702332,27225,27144,348028.9215084246,16315.0,17.4167,104.8333,10192846339,0.11410917,0.05922841354017623,0.06868924170276904,0.0931029522825846,0.09310294983739423,9.489840614001844e8,2726.7390804393613,58166.353748095884
Savannakhet,2012,8548.65,0.23585737,4.69,0.5543848,36290,36172,860810.8136164459,21774.0,16.5563,104.7581,10192846339,0.14294331,0.1464948907917018,0.09167266618670507,0.13888171851060763,0.13888171486311598,1.4155999788965538e9,1644.4960454775455,65013.317667702475
Salavan,2012,1276.7499,0.07464627,4.69,0.21090958,17689,16539,352369.82890381146,10691.0,15.7167,106.4167,10192846339,0.021348732,0.059967159783560944,0.045011135951229166,0.03530050048556973,0.03530049955846225,3.5981256768934304e8,1021.121952491464,33655.65126642438
Sekong,2012,866.4599,0.07107373,4.69,0.21725748,12769,11636,100353.967123454,7665.0,15.3667,106.7,10192846339,0.01448821,0.017078483705962072,0.03227110252232453,0.01704358134619833,0.01704358089857771,1.7372260116551816e8,1731.0984921184743,22664.396760015417
Champasack,2012,2810.7896,0.11166334,4.69,0.29677954,25921,24636,616091.9372737325,15415.0,14.8167,105.8667,10192846339,0.046999644,0.104848033552676,0.06490007115220256,0.06614420387388079,0.066144202136716,6.741976885953016e8,1094.313442209117,43736.47022999037
Attapeu,2012,1439.6599,0.087236255,4.69,0.23685916,17161,15967,123632.41592288729,10320.0,14.8,106.8333,10192846339,0.024072776,0.02104006708843185,0.04344915564649565,0.025100601061524234,0.025100600402299725,2.5584656291728267e8,2069.413276505579,24791.333616015763
Xaisomboun,2012,1167.7897,0.08551477,4.69,0.11647495,13689,13611,75604.58099188247,8141.0,18.65,103.25,10192846339,0.01952679,0.012866572608709378,0.034275152724624135,0.019003561551582872,0.019003561052486715,1.937003777018022e8,2562.0190623449057,23793.192200196805
Vientiane Capital,2013,11539.9,1.7588631,5.94,1.7929516,6561,6561,854603.1873229296,3920.0,17.9667,102.6,11983252627,0.13322374,0.14328912488482584,0.01650394284246734,0.12457137709767116,0.12457137319952913,1.4927702351422548e9,1746.740776638574,380808.73345465685
Phongsaly,2013,5430.6895,0.19949634,4.68,0.071285434,27225,27220,160372.85744242708,16270.0,21.68,102.1,11983252627,0.062695235,0.02688930574924354,0.06849978317524072,0.052533911050674204,0.05253390940676008,6.295271079051378e8,3925.396840491754,38692.50816872389
Luang Namtha,2013,3421.3896,0.22073482,5.94,0.25213552,15500,15500,158358.1615385158,9325.0,20.93,101.4,11983252627,0.039498635,0.02655150685349544,0.039260017093369376,0.03559063454722684,0.035590633433509135,4.2649155158869237e8,2693.2085308717183,45736.359419698914
Oudomxay,2013,4447.67,0.17374389,4.21,0.10302663,25600,25572,277175.66339579585,15370.0,20.69,101.98,11983252627,0.05134665,0.046473332695805905,0.06471061262467423,0.05122105016189027,0.05122104855905876,6.137947647030355e8,2214.4612452016067,39934.59757339203
Bokeo,2013,3695.4597,0.36226445,5.94,0.6164782,10201,10201,161418.04851959037,6196.0,20.23,100.42,11983252627,0.04266267,0.027064550256876724,0.026086334145899906,0.03632559987557749,0.03632559873886093,4.352988265148032e8,2696.7171918323215,70254.81383389335
Luang Prabang,2013,4801.08,0.17011233,5.94,0.28564253,28224,28222,389143.55959049374,16875.0,19.8856,102.1348,11983252627,0.055426635,0.06524670272171339,0.07104694782312151,0.05993468650769687,0.059934684632194445,7.182124670671606e8,1845.623419344149,42560.73878916507
Huaphanh,2013,5159.0996,0.18839145,5.94,0.100375384,27390,27293,260750.84602889113,16500.0,20.27,104.0,11983252627,0.059559833,0.043719425687491,0.06946812676038548,0.0557985403373201,0.05579853859124777,6.686479841563307e8,2564.3176018007807,40524.12025189883
Xayabury,2013,4609.34,0.16930541,5.94,0.16708183,27225,27225,343629.9933139861,16389.0,18.1167,101.7167,11983252627,0.053213064,0.05761555977854533,0.06900079572581562,0.05611258568263403,0.056112583926734454,6.724112687477986e8,1956.7886442712063,41028.20603745186
Xiangkhouang,2013,4494.71,0.16917758,5.94,0.32909897,26569,26567,220466.83924536253,15880.0,19.45,103.2,11983252627,0.051889706,0.03696510957389449,0.06685780926999524,0.048909137640978095,0.04890913611049197,5.860905337803534e8,2658.4067508133503,36907.464343850974
Vientiane Province,2013,3986.2197,0.15378341,2.09,0.06510694,25921,25919,377611.317696862,15610.0,18.5,102.0,11983252627,0.046019383,0.06331312129654347,0.0657210581048253,0.05317767186434349,0.05317767020028452,6.372414561252991e8,1687.5592077376834,40822.6429292312
Bolikhamxay,2013,5382.46,0.21836424,5.94,0.3151559,24649,24649,246611.0326030951,14863.0,18.2667,103.15,11983252627,0.062138442,0.04134863943034658,0.06257604654785512,0.05594526165393915,0.05594525990327555,6.704061827041245e8,2718.4760374573384,45105.71100747658
Khammouane,2013,8079.6797,0.29682878,5.94,0.67138565,27225,27199,353249.35533105093,16315.0,17.4167,104.8333,11983252627,0.09327681,0.05922841354017624,0.06868924170276904,0.08060353640810339,0.08060353388582227,9.658925091827632e8,2734.307917639561,59202.72811417488
Savannakhet,2013,10368.27,0.28572172,5.94,0.65458053,36290,36288,873722.9758206924,21774.0,16.5563,104.7581,11983252627,0.119697705,0.1464948907917018,0.09167266618670507,0.12493435680292025,0.12493435289341971,1.4971199125126169e9,1713.4949565751829,68757.22937965541
Salavan,2013,1971.7798,0.11174723,5.94,0.21581827,17689,17579,357655.37633736857,10691.0,15.7167,106.4167,11983252627,0.022763444,0.05996715978356095,0.045011135951229166,0.036149327996641896,0.03614932686544131,4.331865161245813e8,1211.1841308264463,40518.80236877572
Sekong,2013,1378.0598,0.10821043,4.61,0.15692873,12769,12688,101859.27663030579,7665.0,15.3667,106.7,11983252627,0.015909173,0.017078483705962075,0.03227110252232453,0.017896158920749437,0.017896158360735003,2.1445418668948573e8,2105.39671774657,27978.367474166436
Champasack,2013,3738.19,0.14461082,5.94,0.33414802,25921,25776,625333.3163328384,15415.0,14.8167,105.8667,11983252627,0.043155972,0.10484803355267601,0.06490007115220256,0.06383800032974093,0.0638379983320943,7.649868612154907e8,1223.3265703826992,49626.13436363871
Attapeu,2013,2139.0698,0.12498947,5.94,0.281702,17161,17045,125486.90216173057,10320.0,14.8,106.8333,11983252627,0.024694743,0.021040067088431855,0.04344915564649565,0.0254737812721146,0.025473780474977892,3.052587467964001e8,2432.594490243892,29579.335929883735
Xaisomboun,2013,1977.3899,0.144451,5.94,0.1604672,13689,13689,76738.6497067607,8141.0,18.65,103.25,11983252627,0.02282821,0.01286657260870938,0.034275152724624135,0.020984413142216263,0.020984412485562827,2.5146151604367235e8,3276.8561475159568,30888.283508619625
Vientiane Capital,2014,13080.9795,1.9937478,7.29,2.224583,6561,6561,867422.2351327735,3920.0,17.9667,102.6,13279245886,0.22396418,0.14328912488482587,0.01650394284246734,0.17901564246327176,0.17901564496409142,2.377192766919048e9,2740.525514146151,606426.7262548591
Phongsaly,2014,1625.0297,0.06522818,4.18,0.08504578,27225,23736,162778.4503040635,16270.0,21.68,102.1,13279245886,0.02782272,0.026889305749243548,0.06849978317524072,0.031610401974436535,0.03161040241602875,4.1976230623785424e8,2578.7338892448934,25799.772970980594
Luang Namtha,2014,607.92,0.056830887,7.29,0.2421039,15500,9180,160733.53396159352,9325.0,20.93,101.4,13279245886,0.010408417,0.026551506853495443,0.039260017093369376,0.01813650415843052,0.018136504411794558,2.4083910159674373e8,1498.3749542537341,25827.249500991285
Oudomxay,2014,932.4899,0.050158136,5.24,0.13994946,25600,16328,281333.29834673274,15370.0,20.69,101.98,13279245886,0.015965497,0.046473332695805905,0.06471061262467423,0.029992359343938114,0.029992359762926538,3.9827591999327415e8,1415.6728774509088,25912.551723700337
Bokeo,2014,2635.4897,0.2943366,7.29,0.93094236,10201,8489,163839.3192473842,6196.0,20.23,100.42,13279245886,0.04512317,0.027064550256876724,0.026086334145899906,0.03780190112841944,0.037801901656505904,5.019807470551326e8,3063.8600633904125,81016.905593146
Luang Prabang,2014,1932.6698,0.087518446,7.29,0.31946188,28224,20258,394980.71298435115,16875.0,19.8856,102.1348,13279245886,0.03308994,0.0652467027217134,0.07104694782312151,0.04653266930174327,0.046532669951797154,6.179187660219982e8,1564.4276940845962,36617.40835685915
Huaphanh,2014,2673.6196,0.10121596,4.01,0.07710092,27390,25943,264662.10871932446,16500.0,20.27,104.0,13279245886,0.04577601,0.04371942568749101,0.06946812676038548,0.04752824611806466,0.04752824678202659,6.311392755490193e8,2384.6982803962537,38250.86518478905
Xayabury,2014,1916.2598,0.08282231,7.29,0.2466175,27225,21307,348784.4432136959,16389.0,18.1167,101.7167,13279245886,0.032808974,0.05761555977854534,0.06900079572581562,0.043870132137302086,0.04387013275016075,5.825622798408461e8,1670.2645177437498,35545.93201786845
Xiangkhouang,2014,3203.2498,0.12478087,7.29,0.38534364,26569,25101,223773.84183404295,15880.0,19.45,103.2,13279245886,0.054843996,0.0369651095738945,0.06685780926999524,0.050681711231256726,0.05068171193927206,6.730149147650156e8,3007.5674138183795,42381.2918617768
Vientiane Province,2014,1525.8397,0.068063155,4.81,0.12380671,25921,20970,383275.4874623149,15610.0,18.5,102.0,13279245886,0.026124453,0.06331312129654348,0.0657210581048253,0.041240714102698174,0.0412407146788243,5.476455907344774e8,1428.8562891419556,35082.99748459176
Bolikhamxay,2014,4466.1104,0.1854081,7.29,0.38362384,24649,23761,250310.1980921415,14863.0,18.2667,103.15,13279245886,0.07646589,0.041348639430346584,0.06257604654785512,0.06454173037079897,0.06454173127243652,8.570655194748203e8,3424.013587969462,57664.36920371529
Khammouane,2014,6327.1,0.27872688,7.29,0.8549773,27225,21030,358548.0956610167,16315.0,17.4167,104.8333,13279245886,0.108328566,0.05922841354017625,0.06868924170276904,0.089634587805427,0.08963458905760774,1.1902797479865382e9,3319.7212937141585,72956.15985207098
Savannakhet,2014,8321.251,0.26840147,7.29,0.8543032,36290,29051,886828.8204580027,21774.0,16.5563,104.7581,13279245886,0.14247115,0.14649489079170183,0.09167266618670507,0.13859842359445468,0.1385984255306523,1.8404825720339918e9,2075.3526831519466,84526.6176189029
Salavan,2014,1389.24,0.086789526,7.29,0.2391348,17689,15108,363020.2069824291,10691.0,15.7167,106.4167,13279245886,0.02378568,0.05996715978356096,0.045011135951229166,0.03676266984966447,0.03676267036323304,4.881805391793364e8,1344.7751111082512,45662.75738278332
Sekong,2014,977.81995,0.08363154,7.29,0.24132535,12769,11127,103387.16577976037,7665.0,15.3667,106.7,13279245886,0.01674161,0.017078483705962075,0.03227110252232453,0.01839562088452221,0.018395621141506068,2.4427997636375907e8,2362.768865181336,31869.53377217992
Champasack,2014,3979.9897,0.1581369,7.29,0.37605026,25921,24902,634713.316077831,15415.0,14.8167,105.8667,13279245886,0.068142846,0.10484803355267602,0.06490007115220256,0.07883012491703838,0.0788301260182825,1.0468046266211394e9,1649.2558137740034,67908.18207078426
Attapeu,2014,1537.2098,0.117102906,7.29,0.40006027,17161,11940,127369.20569415652,10320.0,14.8,106.8333,13279245886,0.026319126,0.021040067088431858,0.04344915564649565,0.026448411091507754,0.02644841146098779,3.5121495908455735e8,2757.455832204114,34032.4572756354
Xaisomboun,2014,1274.2998,0.09528188,5.75,0.16129303,13689,13150,77889.72945236211,8141.0,18.65,103.25,13279245886,0.021817748,0.012866572608709383,0.034275152724624135,0.02037813555718666,0.020378135841865926,2.7060627654244727e8,3474.222833293469,33239.93078767317
Vientiane Capital,2015,13050.381,1.9890841,7.6,2.2015693,6561,6561,880433.5686597651,3920.0,17.9667,102.6,14426380126,0.18663675,0.1432891248848258,0.01650394284246734,0.15661917930752528,0.1566191714309249,2.259447702081682e9,2566.2898173238823,576389.7199187964
Phongsaly,2015,2822.5098,0.105058804,2.02,0.059828702,27225,26697,165220.12705862444,16270.0,21.68,102.1,14426380126,0.040365417,0.026889305749243538,0.06849978317524072,0.03913601997625518,0.0391360180080493,5.645910724021006e8,3417.2051701774135,34701.356631966846
Luang Namtha,2015,1652.7699,0.10776357,7.6,0.23107862,15500,15209,163144.53697101743,9325.0,20.93,101.4,14426380126,0.023636675,0.026551506853495437,0.039260017093369376,0.026073458470457018,0.026073457159185857,3.761456041773913e8,2305.5973013930184,40337.330206690756
Oudomxay,2015,2710.1797,0.10644853,7.6,0.17320104,25600,25344,285553.29782193375,15370.0,20.69,101.98,14426380126,0.038758956,0.04647333269580589,0.06471061262467423,0.043668434608749626,0.043668432412602196,6.299774054907385e8,2206.1639991410007,40987.469452878235
Bokeo,2015,3158.0298,0.3100972,7.6,0.8169134,10201,10176,166296.90903609496,6196.0,20.23,100.42,14426380126,0.045163773,0.027064550256876718,0.026086334145899906,0.037826262291797204,0.037826260389460895,5.456960111234196e8,3281.4561273954623,88072.30650797606
Luang Prabang,2015,3635.5596,0.12940237,7.6,0.2949503,28224,27985,400905.4236791164,16875.0,19.8856,102.1348,14426380126,0.051993042,0.06524670272171337,0.07104694782312151,0.05787453093718981,0.05787452802659767,8.349199409245386e8,2082.5857960774465,49476.73723997266
Huaphanh,2015,2474.3496,0.09371117,5.1,0.1565597,27390,25916,268632.04035011434,16500.0,20.27,104.0,14426380126,0.03538629,0.043719425687490994,0.06946812676038548,0.04129441462301804,0.04129441254626344,5.9572889247226e8,2217.639011697312,36104.78136195515
Xayabury,2015,3607.5098,0.13270222,7.6,0.22350323,27225,27144,354016.2098619013,16389.0,18.1167,101.7167,14426380126,0.051591896,0.057615559778545315,0.06900079572581562,0.055139884818557416,0.055139882045494505,7.954688984911062e8,2246.9843931762666,48536.75626890635
Xiangkhouang,2015,3142.2495,0.12011198,7.6,0.37323263,26569,25836,227130.4494615536,15880.0,19.45,103.2,14426380126,0.044938095,0.036965109573894483,0.06685780926999524,0.044738170747543576,0.0447381684975976,6.454098248873812e8,2841.5821234775913,40642.93607603156
Vientiane Province,2015,2951.0298,0.11405828,2.05,0.06592137,25921,25811,389024.6197742496,15610.0,18.5,102.0,14426380126,0.04220341,0.06331312129654346,0.0657210581048253,0.05088808907539924,0.05088808651616516,7.341308799669737e8,1887.106477715957,47029.524661561416
Bolikhamxay,2015,5245.62,0.21332331,7.6,0.41186285,24649,24526,254064.85106352362,14863.0,18.2667,103.15,14426380126,0.07501892,0.04134863943034657,0.06257604654785512,0.06367354848651018,0.06367354528427722,9.18578768241058e8,3615.5287297548552,61803.052428248535
Khammouane,2015,7432.68,0.2879433,7.6,0.78053284,27225,25168,363926.3170959319,16315.0,17.4167,104.8333,14426380126,0.106296614,0.059228413540176224,0.06868924170276904,0.08841541651979773,0.08841541207326119,1.2755143435657957e9,3504.869759747457,78180.46849928261
Savannakhet,2015,9631.38,0.2702635,7.6,0.8006502,36290,35144,900131.2527648727,21774.0,16.5563,104.7581,14426380126,0.13774076,0.14649489079170178,0.09167266618670507,0.13576019048116578,0.1357601836535935,1.9585280153623111e9,2175.8249248056127,89948.01209526551
Salavan,2015,1251.2898,0.0787817,7.6,0.24679291,17689,15033,368465.5100871655,10691.0,15.7167,106.4167,14426380126,0.017895008,0.05996715978356094,0.045011135951229166,0.03322826603379895,0.03322826436270238,4.793635726235637e8,1300.9727084365745,44838.04813614851
Sekong,2015,882.0399,0.07936296,7.6,0.2607318,12769,10425,104937.97326645677,7665.0,15.3667,106.7,14426380126,0.012614273,0.017078483705962072,0.03227110252232453,0.015919218884929427,0.01591921808432936,2.2965669139322886e8,2188.4993986884842,29961.734036950926
Champasack,2015,2966.21,0.12661502,7.6,0.48010582,25921,22307,644234.0158189983,15415.0,14.8167,105.8667,14426380126,0.042420506,0.10484803355267598,0.06490007115220256,0.06339672106743663,0.06339671787912572,9.145851508650482e8,1419.647408251735,59330.85636490744
Attapeu,2015,1763.5698,0.112861246,7.6,0.42126355,17161,14813,129279.74377956887,10320.0,14.8,106.8333,14426380126,0.025221251,0.02104006708843185,0.04344915564649565,0.025789686261953198,0.025789684964953343,3.720517986342039e8,2877.8816213356563,36051.530875407356
Xaisomboun,2015,1546.6097,0.11408201,5.93,0.16557258,13689,13469,79058.07539414754,8141.0,18.65,103.25,14426380126,0.022118451,0.01286657260870938,0.034275152724624135,0.02055855769933468,0.02055855666541569,2.9658555329719776e8,3751.489671593412,36431.09609350175
Vientiane Capital,2016,13549.381,2.0651395,7.25,2.0745127,6561,6561,893640.0721896613,3920.0,17.9667,102.6,15912501723,0.22505416,0.14328912488482584,0.01650394284246734,0.1796696276059796,0.17966962499562572,2.858993217313658e9,3199.2670273931953,729335.0044167496
Phongsaly,2016,1941.3595,0.073452875,2.64,0.061888225,27225,25817,167698.42896450378,16270.0,21.68,102.1,15912501723,0.03224583,0.026889305749243544,0.06849978317524072,0.034264267863151315,0.03426426736533838,5.452302134882796e8,3251.254152200119,33511.38374236506
Luang Namtha,2016,1070.6897,0.07103362,4.13,0.09937267,15500,14712,165591.70502558266,9325.0,20.93,101.4,15912501723,0.017784072,0.026551506853495443,0.039260017093369376,0.02256189701711458,0.022561896689321084,3.5901621994296974e8,2168.080942747129,38500.3989214981
Oudomxay,2016,1620.3499,0.07060656,7.25,0.19672902,25600,21693,289836.5972892627,15370.0,20.69,101.98,15912501723,0.026913885,0.0464733326958059,0.06471061262467423,0.0365613920875113,0.0365613915563243,5.81783206135288e8,2007.280003893562,37851.86767308315
Bokeo,2016,2884.4402,0.28715184,7.25,0.7893206,10201,9944,168791.36267163637,6196.0,20.23,100.42,15912501723,0.04791033,0.027064550256876724,0.026086334145899906,0.03947419586432795,0.03947419529082189,6.281332005792419e8,3721.358668104367,101377.21119742445
Luang Prabang,2016,2204.14,0.092034735,7.25,0.37428877,28224,22155,406919.00503430306,16875.0,19.8856,102.1348,15912501723,0.036610592,0.06524670272171339,0.07104694782312151,0.04864506089281535,0.04864506018606917,7.740646040262644e8,1902.2571923398152,45870.49505340826
Huaphanh,2016,1922.9296,0.07507045,7.25,0.15663011,27390,24646,272661.520955366,16500.0,20.27,104.0,15912501723,0.03193971,0.04371942568749101,0.06946812676038548,0.03922646723532273,0.03922646666541583,6.241912184006314e8,2289.2530497649864,37829.77081215948
Xayabury,2016,2831.4297,0.10842574,7.25,0.24580412,27225,25474,359326.45300982974,16389.0,18.1167,101.7167,15912501723,0.047029827,0.05761555977854533,0.06900079572581562,0.05240264358020178,0.05240264281886307,8.338571441449121e8,2320.6116253347514,50879.07402189958
Xiangkhouang,2016,2062.0796,0.087476335,7.25,0.37574637,26569,22070,230537.40620347683,15880.0,19.45,103.2,15912501723,0.034250982,0.03696510957389449,0.06685780926999524,0.03832590306260705,0.03832590250578412,6.098609896588198e8,2645.388441303727,38404.34443695339
Vientiane Province,2016,1832.7997,0.07509012,3.46,0.07898841,25921,23561,394859.9890708633,15610.0,18.5,102.0,15912501723,0.03044266,0.06331312129654347,0.0657210581048253,0.04383163860411724,0.0438316379673035,6.974710146766292e8,1766.3755102608231,44681.0387364913
Bolikhamxay,2016,4306.42,0.1792176,7.25,0.32421237,24649,23588,257875.82382947643,14863.0,18.2667,103.15,15912501723,0.0715293,0.04134863943034658,0.06257604654785512,0.06157977589634981,0.061579775001679916,9.79888275816184e8,3799.845449894315,65928.02770747387
Khammouane,2016,7469.0103,0.28960878,7.25,0.8360396,27225,24832,369385.2118523708,16315.0,17.4167,104.8333,15912501723,0.124059685,0.05922841354017624,0.06868924170276904,0.0990732589770922,0.09907325753769329,1.5765033812717671e9,4267.911466639426,96629.07638809484
Savannakhet,2016,10227.15,0.3056439,7.25,0.84672177,36290,32443,913633.2215563457,21774.0,16.5563,104.7581,15912501723,0.16987218,0.14649489079170183,0.09167266618670507,0.15503904163263216,0.155039039380127,2.4670589812685356e9,2700.2728480757055,113302.97516618608
Salavan,2016,925.5299,0.07418483,7.25,0.2246132,17689,11296,373992.4927384729,10691.0,15.7167,106.4167,15912501723,0.01537298,0.059967159783560944,0.045011135951229166,0.03171504976180245,0.031715049301026164,5.046657766476088e8,1349.4008207285426,47204.73076864735
Sekong,2016,658.1,0.077826396,7.25,0.30020896,12769,7595,106512.04286545361,7665.0,15.3667,106.7,15912501723,0.01093099,0.017078483705962075,0.03227110252232453,0.014909249285384427,0.014909249068773433,2.3724345149549338e8,2227.386172615055,30951.52661389346
Champasack,2016,2311.9397,0.17377779,7.25,0.6418718,25921,12116,653897.5260562833,15415.0,14.8167,105.8667,15912501723,0.038401138,0.10484803355267601,0.06490007115220256,0.06098510000348896,0.06098509911745889,9.704254947838904e8,1484.0635667129936,62953.32434537077
Attapeu,2016,1539.36,0.13299006,7.25,0.4458697,17161,10773,131218.93993626238,10320.0,14.8,106.8333,15912501723,0.025568651,0.021040067088431855,0.04344915564649565,0.02599812631243595,0.025998125934718744,4.13695223730983e8,3152.7096921521334,40086.74648556037
Xaisomboun,2016,847.8699,0.06755397,4.6,0.1235018,13689,11879,80243.94652505973,8141.0,18.65,103.25,15912501723,0.014083053,0.01286657260870938,0.034275152724624135,0.01573731884629732,0.015737318617655607,2.5042010961884484e8,3120.7352138474403,30760.362316526818
Vientiane Capital,2017,16515.6,2.5172381,8.56,2.4194415,6561,6561,907044.6732725062,3920.0,17.9667,102.6,17071155481,0.10141618,0.1432891248848258,0.01650394284246734,0.10548683857828868,0.10548684364759027,1.8007823091079507e9,1985.3292369944122,459383.24211937515
Phongsaly,2017,10632.289,0.39053404,1.2,0.090192154,27225,27221,170213.9053989713,16270.0,21.68,102.1,17071155481,0.065288946,0.02688930574924354,0.06849978317524072,0.05409013766181159,0.054090140261180614,9.233811943877122e8,5424.828202040024,56753.607522293314
Luang Namtha,2017,5285.66,0.34101033,5.53,0.113063656,15500,15499,168075.58060096638,9325.0,20.93,101.4,17071155481,0.03245728,0.02655150685349544,0.039260017093369376,0.031365822307818356,0.031365823815142066,5.354508551379428e8,3185.7742405136996,57421.00323195097
Oudomxay,2017,9050.819,0.35354763,8.56,0.26249102,25600,25600,294184.1462486016,15370.0,20.69,101.98,17071155481,0.05557773,0.0464733326958059,0.06471061262467423,0.05375969840960908,0.05375970099309843,9.177402142652534e8,3119.6113929596772,59709.838273601395
Bokeo,2017,5128.81,0.50277525,8.56,0.6891227,10201,10201,171323.2331117109,6196.0,20.23,100.42,17071155481,0.031494122,0.02706455025687672,0.026086334145899906,0.029624471690782108,0.029624473114423042,5.057239865790201e8,2951.8704345794363,81621.0436699516
Luang Prabang,2017,9748.84,0.34540957,8.56,0.36734402,28224,28224,413022.7901098176,16875.0,19.8856,102.1348,17071155481,0.059864014,0.06524670272171339,0.07104694782312151,0.06259711423110462,0.06259711723928701,1.068605121054254e9,2587.2788297472043,63324.747914326166
Huaphanh,2017,8949.99,0.3268209,3.47,0.10966432,27390,27330,276751.44376969646,16500.0,20.27,104.0,17071155481,0.054958574,0.043719425687491,0.06946812676038548,0.053037785066600576,0.053037787615397486,9.054163187507067e8,3271.586613669718,54873.71628792162
