province_name,year,total_light,mean_light,max_light,std_light,pixel_count,lit_pixels,population,area_km2,latitude,longitude,national_gdp,light_share,population_share,area_share,combined_weight,final_weight,allocated_gdp,gdp_per_capita,gdp_per_km2
Xayabury,2017,8639.75,0.3173462,8.56,0.25622734,27225,27225,364716.3498049772,16389.0,18.1167,101.7167,17071155481,0.053053506,0.05761555977854533,0.06900079572581562,0.05601685093736998,0.056016853629329615,9.56272417862705e8,2621.962021647912,58348.42991413173
Xiangkhouang,2017,8599.09,0.32365125,8.56,0.37797824,26569,26569,233995.46729652898,15880.0,19.45,103.2,17071155481,0.052803826,0.03696510957389449,0.06685780926999524,0.0494576091513884,0.04945761152813549,8.44298576115699e8,3608.183465561613,53167.41663197098
Vientiane Province,2017,7488.39,0.2888928,3.45,0.10493348,25921,25921,400782.8889069262,15610.0,18.5,102.0,17071155481,0.04598343,0.06331312129654347,0.0657210581048253,0.053156100198341216,0.053156102752823904,9.07436094857469e8,2264.1587751721677,58131.716518736
Bolikhamxay,2017,11494.62,0.4663321,8.56,0.58539367,24649,24649,261743.96118691858,14863.0,18.2667,103.15,17071155481,0.07058421,0.04134863943034658,0.06257604654785512,0.061012721147814655,0.06101272407985706,1.0415576990865926e9,3979.2998255374746,70077.21853505971
Khammouane,2017,15142.42,0.5561954,8.56,0.9021502,27225,27225,374925.9900301564,16315.0,17.4167,104.8333,17071155481,0.09298399,0.05922841354017624,0.06868924170276904,0.08042784277693121,0.08042784664199151,1.3729962750274608e9,3662.0461412051664,84155.45663668163
Savannakhet,2017,20211.88,0.55695456,8.56,0.91534203,36290,36290,927337.7198796908,21774.0,16.5563,104.7581,17071155481,0.12411367,0.1464948907917018,0.09167266618670507,0.12758393674514665,0.12758394287635186,2.178005325721225e9,2348.6646547751675,100027.80039134862
Salavan,2017,4949.55,0.27980947,8.56,0.23500907,17689,17689,379602.38012955,10691.0,15.7167,106.4167,17071155481,0.030393353,0.05996715978356095,0.045011135951229166,0.040727273169428604,0.040727275126628514,6.952616460041393e8,1831.5523884936172,65032.424095420385
Sekong,2017,3548.69,0.27791446,8.56,0.26744577,12769,12769,108109.7235084354,7665.0,15.3667,106.7,17071155481,0.02179119,0.017078483705962075,0.03227110252232453,0.02142536930940987,0.02142537033903271,3.657558282956331e8,3383.190858564119,47717.65535494235
Champasack,2017,8276.4795,0.3192963,8.56,0.4851364,25921,25921,663705.9889471275,15415.0,14.8167,105.8667,17071155481,0.050822794,0.10484803355267601,0.06490007115220256,0.06843809384346813,0.06843809713234608,1.16831739697006e9,1760.2935884659182,75790.9436892676
Attapeu,2017,5083.63,0.29623157,8.56,0.38795432,17161,17161,133187.2240353063,10320.0,14.8,106.8333,17071155481,0.031216688,0.021040067088431855,0.04344915564649565,0.02938694876366981,0.029386950175896286,5.0166919556512576e8,3766.6465323441184,48611.356159411414
Xaisomboun,2017,4103.2305,0.29974654,8.56,0.17738475,13689,13689,81447.60572293562,8141.0,18.65,103.25,17071155481,0.025196418,0.01286657260870938,0.034275152724624135,0.022405337954771575,0.022405339031488034,3.824850262110502e8,4696.086801030942,46982.56064501293
Vientiane Capital,2018,18648.762,2.8423657,10.6,2.9923768,6561,6561,920650.3433715937,3920.0,17.9667,102.6,18141641090,0.13614944,0.14328912488482584,0.01650394284246734,0.1263267934909512,0.12632679024378382,2.2917752886544394e9,2489.3004224182764,584636.5532281733
Phongsaly,2018,6630.659,0.24355039,8.05,0.09872851,27225,27225,172767.11397995587,16270.0,21.68,102.1,18141641090,0.0484086,0.02688930574924354,0.06849978317524072,0.04396193090212036,0.043961929772100804,7.975415515492383e8,4616.281033911162,49019.14883523284
Luang Namtha,2018,3966.65,0.2559129,4.7,0.12759727,15500,15500,170596.71430998086,9325.0,20.93,101.4,18141641090,0.028959408,0.02655150685349544,0.039260017093369376,0.02926709880685133,0.029267098054555123,5.309531886515763e8,3112.3295123188227,56938.67974815831
Oudomxay,2018,6181.7793,0.24147576,10.6,0.26383242,25600,25600,298596.9084423306,15370.0,20.69,101.98,18141641090,0.045131452,0.0464733326958059,0.06471061262467423,0.047491932500175714,0.047491931279419225,8.615815719421681e8,2885.433665193387,56056.055428898384
Bokeo,2018,5252.25,0.514876,10.6,0.83964,10201,10201,173893.08160838656,6196.0,20.23,100.42,18141641090,0.038345218,0.027064550256876724,0.026086334145899906,0.03373512911451678,0.03373512824737208,6.12010588788945e8,3519.464852358041,98775.11116671158
Luang Prabang,2018,7383.699,0.26161993,10.6,0.38299847,28224,28223,419218.1319614648,16875.0,19.8856,102.1348,18141641090,0.053906336,0.06524670272171339,0.07104694782312151,0.05902250745486712,0.05902250593772294,1.0707651189545634e9,2554.195625901481,63452.74778990005
Huaphanh,2018,5807.3496,0.21250547,6.53,0.124298796,27390,27298,280902.7154262419,16500.0,20.27,104.0,18141641090,0.042397846,0.04371942568749101,0.06946812676038548,0.045501347704168096,0.0455013465345786,8.254690979420403e8,2938.629826662491,50028.430178305476
Xayabury,2018,7805.8594,0.2867166,10.6,0.36387697,27225,27225,370187.0950520518,16389.0,18.1167,101.7167,18141641090,0.05698841,0.05761555977854533,0.06900079572581562,0.058377793897155444,0.058377792396583306,1.0590689572853453e9,2860.9018829692864,64620.718609149146
Xiangkhouang,2018,6460.55,0.24320696,10.6,0.42126074,26569,26563,237505.3993059769,15880.0,19.45,103.2,18141641090,0.04716668,0.03696510957389449,0.06685780926999524,0.04607532123186707,0.04607532004752387,8.358819194090598e8,3519.4228082882346,52637.40046656548
Vientiane Province,2018,6341.449,0.24464524,10.6,0.17788354,25921,25921,406794.63224053005,15610.0,18.5,102.0,18141641090,0.04629716,0.06331312129654347,0.0657210581048253,0.053344337627006376,0.05334433625581673,9.677538025373015e8,2378.973874869339,61995.75929130695
Bolikhamxay,2018,10511.02,0.42642784,10.6,0.60965496,24649,24649,265670.12060472235,14863.0,18.2667,103.15,18141641090,0.07673804,0.041348639430346584,0.06257604654785512,0.06470501878527728,0.06470501712206697,1.1738551973508437e9,4418.469019695917,78978.34874189892
Khammouane,2018,13649.199,0.501348,10.6,1.0491359,27225,27225,380549.8798806087,16315.0,17.4167,104.8333,18141641090,0.09964901,0.05922841354017624,0.06868924170276904,0.08442685548559514,0.08442685331544485,1.531641671206877e9,4024.8118635260234,93879.35465564676
Savannakhet,2018,19158.02,0.5279146,10.6,1.084259,36290,36290,941247.7856778861,21774.0,16.5563,104.7581,18141641090,0.13986738,0.1464948907917018,0.09167266618670507,0.13703616201303376,0.13703615849058742,2.4860608036885934e9,2641.2394711750994,114175.65921229876
Salavan,2018,3443.6401,0.19467692,10.6,0.2546883,17689,17688,385296.4158314932,10691.0,15.7167,106.4167,18141641090,0.02514106,0.05996715978356095,0.045011135951229166,0.03757589774158646,0.03757589677571671,6.816884329399408e8,1769.2571353637315,63762.83162846701
Sekong,2018,2412.8496,0.18897632,6.11,0.22525167,12769,12768,109731.36936106192,7665.0,15.3667,106.7,18141641090,0.017615546,0.017078483705962075,0.03227110252232453,0.018919982688649903,0.018919982202321165,3.432395265436984e8,3127.9982063679286,44780.107833489674
Champasack,2018,6357.9795,0.24550079,10.6,0.5127709,25921,25893,673661.5787813343,15415.0,14.8167,105.8667,18141641090,0.046417844,0.10484803355267601,0.06490007115220256,0.06579512331128926,0.06579512162005835,1.193631481903998e9,1771.8562546839887,77433.11591981823
Attapeu,2018,3647.89,0.21264295,10.6,0.41562086,17161,17152,135185.03239583588,10320.0,14.8,106.8333,18141641090,0.02663223,0.02104006708843185,0.04344915564649565,0.026636274128497922,0.026636273443825752,4.832257127929851e8,3574.5504086432425,46824.19697606444
Xaisomboun,2018,3313.15,0.24203008,5.7,0.1631012,13689,13688,82669.31980877965,8141.0,18.65,103.25,18141641090,0.024188386,0.01286657260870938,0.034275152724624135,0.021800518820893823,0.021800518260522338,3.9549717785838735e8,4784.086512060364,48580.90871617582
Vientiane Capital,2019,18447.88,2.8117483,9.83,2.7552645,6561,6561,934460.0985221677,3920.0,17.9667,102.6,18740561513,0.12995909,0.14328912488482584,0.01650394284246734,0.12261258667618527,0.12261258626509455,2.2978287151690235e9,2458.99072502186,586180.7946859754
Phongsaly,2019,6827.8496,0.25079337,2.36,0.065984674,27225,27225,175358.6206896552,16270.0,21.68,102.1,18740561513,0.048099898,0.02688930574924354,0.06849978317524072,0.04377670872342278,0.04377670857664993,8.204000999173826e8,4678.41328068669,50424.099564682394
Luang Namtha,2019,3946.1594,0.25459093,6.21,0.15942937,15500,15500,173155.66502463055,9325.0,20.93,101.4,18740561513,0.027799362,0.02655150685349544,0.039260017093369376,0.028571071155422154,0.028571071059630176,5.354379146852934e8,3092.2344620323565,57419.61551584915
Oudomxay,2019,6781.36,0.26489687,9.83,0.29042116,25600,25600,303075.86206896557,15370.0,20.69,101.98,18740561513,0.047772393,0.046473332695805905,0.06471061262467423,0.04907649664955545,0.04907649648501368,9.197211012199272e8,3034.623394094785,59838.71836173892
Bokeo,2019,5628.3296,0.5517429,9.83,0.8966002,10201,10201,176501.47783251235,6196.0,20.23,100.42,18740561513,0.039649684,0.027064550256876724,0.026086334145899906,0.03451780888093333,0.03451780876520336,6.468831184582642e8,3665.0294739861124,104403.34384413561
Luang Prabang,2019,8614.12,0.3052055,9.83,0.4381844,28224,28224,425506.4039408868,16875.0,19.8856,102.1348,18740561513,0.06068357,0.06524670272171339,0.07104694782312151,0.06308884808015322,0.06308884786863138,1.1823204342663853e9,2778.6196008242414,70063.43314171172
Huaphanh,2019,6619.9697,0.24175473,9.55,0.167535,27390,27381,285116.2561576355,16500.0,20.27,104.0,18740561513,0.046635453,0.043719425687491,0.06946812676038548,0.04804391197704865,0.04804391181596889,9.003698847123126e8,3157.904417117889,54567.871800746216
Xayabury,2019,7685.2397,0.28228614,9.79,0.306754,27225,27225,375739.9014778326,16389.0,18.1167,101.7167,18740561513,0.054139923,0.05761555977854533,0.06900079572581562,0.05666870148873679,0.056668701298740166,1.062003282550863e9,2826.4320035584983,64799.76097082574
Xiangkhouang,2019,7167.76,0.26979935,9.83,0.4171653,26569,26565,241067.98029556652,15880.0,19.45,103.2,18740561513,0.05049445,0.03696510957389449,0.06685780926999524,0.04807198444464325,0.04807198428346937,9.00895978516327e8,3737.1034403314966,56731.484793219584
Vientiane Province,2019,6641.38,0.2562162,7.77,0.1786178,25921,25920,412896.551724138,15610.0,18.5,102.0,18740561513,0.046786282,0.06331312129654347,0.0657210581048253,0.05363781152637085,0.05363781134653608,1.0052027029624487e9,2434.5146472282454,64394.791989907026
Bolikhamxay,2019,10581.93,0.42930463,9.83,0.548822,24649,24649,269655.17241379316,14863.0,18.2667,103.15,18740561513,0.07454613,0.041348639430346584,0.06257604654785512,0.06338987359074678,0.06338987337821568,1.187961821345732e9,4405.485015220745,79927.45888082702
Khammouane,2019,13071.311,0.4801216,9.83,0.9575071,27225,27225,386258.1280788178,16315.0,17.4167,104.8333,18740561513,0.09208298,0.05922841354017624,0.06868924170276904,0.0798872346092829,0.07988723434144009,1.497131629279204e9,3875.9873785069117,91764.12070359815
Savannakhet,2019,19337.05,0.53284794,9.83,1.0521166,36290,36290,955366.5024630543,21774.0,16.5563,104.7581,18740561513,0.136223,0.1464948907917018,0.09167266618670507,0.13484953581712616,0.13484953536500788,2.527156012507399e9,2645.221499803557,116063.01150488653
Salavan,2019,3662.7798,0.20712394,9.83,0.19490848,17689,17680,391075.86206896557,10691.0,15.7167,106.4167,18740561513,0.025803048,0.059967159783560944,0.045011135951229166,0.03797309042838265,0.03797309030106795,7.116370346258676e8,1819.6905093067892,66564.1225915132
Sekong,2019,2614.5298,0.2047881,4.06,0.14264335,12769,12765,111377.33990147784,7665.0,15.3667,106.7,18740561513,0.01841848,0.017078483705962075,0.03227110252232453,0.019401743190511477,0.019401743125462067,3.635995605021467e8,3264.573932397556,47436.341878949344
Champasack,2019,6641.499,0.25651768,9.83,0.4802168,25921,25877,683766.5024630543,15415.0,14.8167,105.8667,18740561513,0.04678712,0.10484803355267601,0.06490007115220256,0.06601668942213863,0.06601668920080044,1.2371898248522034e9,1809.374721334864,80258.82743121656
Attapeu,2019,4396.75,0.2562358,9.83,0.48635948,17161,17158,137212.80788177342,10320.0,14.8,106.8333,18740561513,0.03097362,0.021040067088431855,0.04344915564649565,0.029241108118833386,0.029241108020794934,5.479947835719851e8,3993.7582506448925,53100.26972596755
Xaisomboun,2019,3285.5398,0.24003068,5.27,0.16061504,13689,13687,83909.35960591135,8141.0,18.65,103.25,18740561513,0.02314552,0.012866572608709381,0.034275152724624135,0.02117479857326752,0.021174798502273474,3.968276138572363e8,4729.241359020933,48744.33286540183
Vientiane Capital,2020,15746.0,2.401037,8.87,2.4366531,6561,6558,948477.0,3920.0,17.9667,102.6,18981805250,0.11640311,0.14328912488482584,0.01650394284246734,0.11447899794489635,0.11447900034377609,2.1730180897402406e9,2291.060394443134,554341.3494235307
Phongsaly,2020,7370.83,0.27073756,5.32,0.07343583,27225,27225,177989.0,16270.0,21.68,102.1,18981805250,0.05448924,0.02688930574924354,0.06849978317524072,0.04761031407248664,0.04761031507014927,9.037297285527135e8,5077.44708129555,55545.77311325836
Luang Namtha,2020,4348.6006,0.2805549,5.64,0.14459276,15500,15500,175753.0,9325.0,20.93,101.4,18981805250,0.03214725,0.02655150685349544,0.039260017093369376,0.03117980440711302,0.031179805060478287,5.918489873909633e8,3367.5043236301135,63469.06031002288
Oudomxay,2020,7884.2104,0.30797696,8.87,0.32429406,25600,25600,307622.0,15370.0,20.69,101.98,18981805250,0.05828443,0.0464733326958059,0.06471061262467423,0.05538372008877206,0.05538372124932453,1.0512830107749649e9,3417.4506724973016,68398.37415582075
Bokeo,2020,5439.3096,0.5332134,8.87,0.6945468,10201,10201,179149.0,6196.0,20.23,100.42,18981805250,0.040210374,0.027064550256876724,0.026086334145899906,0.034854222711452054,0.03485422344181387,6.615960815124955e8,3692.9934384925145,106777.93439517358
Luang Prabang,2020,9596.44,0.34000993,8.87,0.39268038,28224,28224,431889.0,16875.0,19.8856,102.1348,18981805250,0.07094218,0.06524670272171339,0.07104694782312151,0.06924401261996722,0.06924401407095877,1.314376389823199e9,3043.319903547437,77888.97124878217
Huaphanh,2020,8140.41,0.29720372,4.7,0.099377945,27390,27390,289393.0,16500.0,20.27,104.0,18981805250,0.0601784,0.043719425687491,0.06946812676038548,0.05616967983388497,0.05616968101090704,1.0662019459036605e9,3684.269992375975,64618.299751737
Xayabury,2020,8666.891,0.31921074,8.87,0.28809658,27225,26225,381376.0,16389.0,18.1167,101.7167,18981805250,0.06407043,0.05761555977854533,0.06900079572581562,0.06262700753307693,0.06262700884541074,1.188773685293614e9,3117.064747896076,72534.85174773408
Xiangkhouang,2020,7743.2,0.29210806,8.87,0.33535254,26569,25838,244684.0,15880.0,19.45,103.2,18981805250,0.057242006,0.03696510957389449,0.06685780926999524,0.05212051743724465,0.0521205185294175,9.893415322544194e8,4043.343791397964,62301.104046248074
Vientiane Province,2020,8112.42,0.3131604,5.19,0.117907785,25921,25882,419090.0,15610.0,18.5,102.0,18981805250,0.05997148,0.06331312129654347,0.0657210581048253,0.06154893113644203,0.06154893242618501,1.1683098486592538e9,2787.7301979509266,74843.68024722958
Bolikhamxay,2020,9563.97,0.38821113,8.87,0.5642806,24649,24549,273700.0,14863.0,18.2667,103.15,18981805250,0.070702136,0.04134863943034658,0.06257604654785512,0.06108347782162752,0.06108347910161704,1.1594747042993395e9,4236.297786990645,78010.81237296236
Khammouane,2020,13381.16,0.49504846,8.87,0.86021787,27225,24028,392052.0,16315.0,17.4167,104.8333,18981805250,0.09892091,0.05922841354017624,0.06868924170276904,0.08398999516264288,0.08398999692263294,1.5942817645335178e9,4066.505883233647,97718.77196037499
Savannakhet,2020,18757.361,0.5169168,8.87,0.8527287,36290,36211,969697.0,21774.0,16.5563,104.7581,18981805250,0.13866475,0.1464948907917018,0.09167266618670507,0.13631458520315065,0.13631458805958985,2.58749696328111e9,2668.3561599975146,118834.25017365252
Salavan,2020,1368.4099,0.07741626,5.0,0.13658343,17689,5348,396942.0,10691.0,15.7167,106.4167,18981805250,0.010116041,0.059967159783560944,0.045011135951229166,0.02856088595417191,0.028560886552658375,5.421371863099052e8,1365.7843874165626,50709.67975960202
Sekong,2020,642.96,0.05036109,1.04,0.10448482,12769,2736,113048.0,7665.0,15.3667,106.7,18981805250,0.004753115,0.017078483705962075,0.03227110252232453,0.011202524436786189,0.011202524671532382,2.1264414162334788e8,1881.0075509814228,27742.223303763585
Champasack,2020,4654.32,0.18026026,8.87,0.40838766,25921,11079,694023.0,15415.0,14.8167,105.8667,18981805250,0.0344073,0.10484803355267601,0.06490007115220256,0.058588796588190495,0.05858879781590457,1.112121149973126e9,1602.426936820719,72145.38760772793
Attapeu,2020,615.39,0.03593938,1.38,0.12357915,17161,1693,139271.0,10320.0,14.8,106.8333,18981805250,0.004549302,0.021040067088431855,0.04344915564649565,0.01338651698762306,0.01338651726813429,2.5410026375948712e8,1824.5023282627908,24622.11858134565
Xaisomboun,2020,3239.41,0.23744117,7.19,0.2110557,13689,13172,85168.0,8141.0,18.65,103.25,18981805250,0.023947503,0.01286657260870938,0.034275152724624135,0.021655989105713425,0.021655989559509443,4.1106977631464154e8,4826.5754310849325,50493.76935445787
Vientiane Capital,2021,15626.15,2.3816721,8.01,2.264145,6561,6561,962704.1549999999,3920.0,17.9667,102.6,18827148531,0.089719,0.14328912488482584,0.01650394284246734,0.09846853023678556,0.09846852935640832,1.8538816278222332e9,1925.7023231838377,472928.9866893452
Phongsaly,2021,9752.21,0.35820788,3.84,0.07511228,27225,27225,180658.835,16270.0,21.68,102.1,18827148531,0.05599322,0.026889305749243544,0.06849978317524072,0.04851270306241204,0.04851270262867468,9.133558580302924e8,5055.69438677213,56137.42212847526
Luang Namtha,2021,5508.2,0.35536775,7.45,0.1631443,15500,15500,178389.29499999998,9325.0,20.93,101.4,18827148531,0.031625845,0.026551506853495443,0.039260017093369376,0.030866960488312663,0.030866960212340536,5.811368446182026e8,3257.6890032454166,62320.305052890355
Oudomxay,2021,8911.761,0.34811565,8.01,0.24534604,25600,25600,312236.32999999996,15370.0,20.69,101.98,18827148531,0.051167704,0.046473332695805905,0.06471061262467423,0.0511136835701983,0.05111368311320636,9.623249039388026e8,3082.0401454846806,62610.59882490583
Bokeo,2021,7130.8506,0.69903445,8.01,0.7918396,10201,10201,181836.235,6196.0,20.23,100.42,18827148531,0.04094244,0.027064550256876724,0.026086334145899906,0.03529346349490504,0.03529346317935689,6.644752734511316e8,3654.251164247498,107242.61998888502
Luang Prabang,2021,10644.181,0.37713224,8.01,0.38880622,28224,28223,438367.33499999996,16875.0,19.8856,102.1348,18827148531,0.061114553,0.06524670272171339,0.07104694782312151,0.06334743761610484,0.06334743704973463,1.1926516063935263e9,2720.667146409361,70675.65074924601
Huaphanh,2021,9331.39,0.340686,4.53,0.08975755,27390,27390,293733.89499999996,16500.0,20.27,104.0,18827148531,0.053577043,0.043719425687491,0.06946812676038548,0.05220886625194145,0.05220886578515782,9.829440707722102e8,3346.3760481990353,59572.3679255885
Xayabury,2021,10674.35,0.3921942,8.01,0.3726797,27225,27209,387096.63999999996,16389.0,18.1167,101.7167,18827148531,0.061287772,0.05761555977854533,0.06900079572581562,0.06095741065240256,0.06095741010740085,1.1476542141571164e9,2964.774414361015,70025.88407816929
Xiangkhouang,2021,11489.04,0.43243903,8.01,0.30571437,26569,26568,248354.25999999998,15880.0,19.45,103.2,18827148531,0.06596539,0.0369651095738945,0.06685780926999524,0.057354548816467524,0.05735454830367791,1.079822599841758e9,4347.912533659613,67998.904272151
Vientiane Province,2021,10043.54,0.3874673,8.01,0.20867597,25921,25879,425376.35,15610.0,18.5,102.0,18827148531,0.05766592,0.06331312129654347,0.0657210581048253,0.06016559524805625,0.06016559471013392,1.1327465880636392e9,2662.92798850627,72565.44446275715
Bolikhamxay,2021,12379.5205,0.50223213,8.01,0.5452496,24649,24636,277805.5,14863.0,18.2667,103.15,18827148531,0.07107817,0.041348639430346584,0.06257604654785512,0.06130909630326357,0.06130909575511754,1.1542754520828996e9,4154.9769607977505,77661.00061110809
Khammouane,2021,16102.129,0.59146816,8.01,0.9787407,27225,27218,397932.77999999997,16315.0,17.4167,104.8333,18827148531,0.09245187,0.059228413540176245,0.06868924170276904,0.08010857049719183,0.08010856978096541,1.5082159418722138e9,3790.127422707458,92443.51467191013
Savannakhet,2021,21752.57,0.59952515,8.01,1.0335215,36290,35951,984242.455,21774.0,16.5563,104.7581,18827148531,0.12489441,0.14649489079170183,0.09167266618670507,0.1280523800792493,0.12805237893437182,2.410861157945314e9,2449.4586122535366,110722.01515317874
Salavan,2021,5660.42,0.3201595,8.01,0.24462645,17689,17656,402896.12999999995,10691.0,15.7167,106.4167,18827148531,0.032499827,0.05996715978356095,0.045011135951229166,0.041991157996923226,0.041991157621493025,7.905737615284818e8,1962.227240873428,73947.59718721184
Sekong,2021,3424.29,0.26848754,6.85,0.1862374,12769,12728,114743.71999999999,7665.0,15.3667,106.7,18827148531,0.01966088,0.017078483705962075,0.03227110252232453,0.020147183837517513,0.020147183657387657,3.7931401919897324e8,3305.749710737749,49486.49956933767
Champasack,2021,6419.54,0.2477439,8.01,0.36184937,25921,22486,704433.345,15415.0,14.8167,105.8667,18827148531,0.036858387,0.10484803355267602,0.06490007115220256,0.06005944955588191,0.0600594490189086,1.1307481673690145e9,1605.1883054585023,73353.75720849916
Attapeu,2021,4533.8496,0.26451865,8.01,0.36008593,17161,14075,141360.06499999997,10320.0,14.8,106.8333,18827148531,0.02603152,0.021040067088431855,0.04344915564649565,0.026275847821773373,0.02627584758684899,4.946992852955239e8,3499.5688866974133,47935.977257318205
Xaisomboun,2021,4783.7,0.3495324,8.01,0.16025048,13689,13675,86445.51999999999,8141.0,18.65,103.25,18827148531,0.02746606,0.012866572608709381,0.034275152724624135,0.02376712341130978,0.02376712319881514,4.4746715861866844e8,5176.290901120943,54964.64299455453
Vientiane Capital,2022,19963.182,3.042704,9.6,2.7112985,6561,6561,977144.7173249997,3920.0,17.9667,102.6,15468785204,0.10979703,0.14328912488482587,0.01650394284246734,0.11051535016209378,0.11051535337336763,1.7095382630767806e9,1749.5241316524312,436106.69976448483
Phongsaly,2022,8989.621,0.33019727,2.53,0.06936645,27225,27225,183368.71752499996,16270.0,21.68,102.1,15468785204,0.049442705,0.026889305749243544,0.06849978317524072,0.044582392902490386,0.0445823941979328,6.896354797278783e8,3760.922195651259,42386.93790583149
Luang Namtha,2022,5510.9,0.3555419,5.09,0.13734525,15500,15500,181065.13442499994,9325.0,20.93,101.4,15468785204,0.03030982,0.026551506853495443,0.039260017093369376,0.030077346094005527,0.030077346967970948,4.6526001975372326e8,2569.5726636231084,49893.8358985226
Oudomxay,2022,8669.34,0.33864608,9.6,0.2268301,25600,25600,316919.8749499999,15370.0,20.69,101.98,15468785204,0.047681168,0.046473332695805905,0.06471061262467423,0.049021761704258204,0.049021763128696536,7.583071241591737e8,2392.74082851008,49336.83306175496
Bokeo,2022,6640.1094,0.6509273,9.6,0.84145015,10201,10201,184563.77852499994,6196.0,20.23,100.42,15468785204,0.036520448,0.027064550256876728,0.026086334145899906,0.03264026704085688,0.03264026798929378,5.0490529452738243e8,2735.668388253066,81488.91131817018
Luang Prabang,2022,10651.791,0.3774019,9.6,0.47288603,28224,28224,444942.8450249999,16875.0,19.8856,102.1348,15468785204,0.0585846,0.06524670272171339,0.07104694782312151,0.06182946601104236,0.06182946780763755,9.564267567939781e8,2149.549694950684,56677.14114334685
Huaphanh,2022,9028.99,0.3296455,2.31,0.07019365,27390,27390,298139.9034249999,16500.0,20.27,104.0,15468785204,0.049659237,0.04371942568749101,0.06946812676038548,0.04985818274163796,0.0498581841903804,7.712455419024631e8,2586.857824271341,46742.15405469473
Xayabury,2022,10373.351,0.381023,9.6,0.34686586,27225,27225,392903.0895999999,16389.0,18.1167,101.7167,15468785204,0.057053186,0.057615559778545336,0.06900079572581562,0.058416659105781234,0.05841666080320959,9.036347782997752e8,2299.892269159126,55136.66351209807
Xiangkhouang,2022,9544.451,0.3592326,9.6,0.37335184,26569,26569,252079.57389999993,15880.0,19.45,103.2,15468785204,0.052494258,0.0369651095738945,0.06685780926999524,0.049271868412281275,0.04927186984398702,7.621759712160802e8,3023.5530766107836,47995.96796071034
Vientiane Province,2022,8496.99,0.32780334,9.6,0.17263684,25921,25921,431756.99524999986,15610.0,18.5,102.0,15468785204,0.04673325,0.06331312129654347,0.0657210581048253,0.0536059915867575,0.05360599314440102,8.292195935978359e8,1920.5701418171434,53121.05019845201
Bolikhamxay,2022,13870.359,0.5627149,9.6,0.674489,24649,24649,281972.5824999999,14863.0,18.2667,103.15,15468785204,0.07628665,0.041348639430346584,0.06257604654785512,0.06443418720034685,0.06443418907262811,9.967186305584083e8,3534.806901158231,67060.39363240317
Khammouane,2022,18583.15,0.6825767,9.6,1.1021725,27225,27225,403901.77169999987,16315.0,17.4167,104.8333,15468785204,0.10220689,0.059228413540176245,0.06868924170276904,0.08596158419147817,0.08596158668928673,1.329721320291602e9,3292.189867588051,81502.99235621218
Savannakhet,2022,24236.62,0.66785944,9.6,1.1358002,36290,36290,999006.0918249998,21774.0,16.5563,104.7581,15468785204,0.13330084,0.14649489079170183,0.09167266618670507,0.13309623836896792,0.1330962422363806,2.0588371826141243e9,2060.885513573805,94554.84442978434
Salavan,2022,5195.6904,0.29372436,9.6,0.23282228,17689,17689,408939.5719499999,10691.0,15.7167,106.4167,15468785204,0.028576177,0.05996715978356096,0.045011135951229166,0.03963696749833276,0.039636968650074635,6.131357541856863e8,1499.3309433518286,57350.6457941901
Sekong,2022,3863.9702,0.30260554,9.12,0.26674962,12769,12769,116464.87579999997,7665.0,15.3667,106.7,15468785204,0.021251746,0.01707848370596208,0.03227110252232453,0.021101702677234425,0.021101703290392196,3.2641771563761693e8,2802.7138087380076,42585.481492187464
Champasack,2022,7905.69,0.30506232,9.6,0.39919707,25921,25862,714999.8451749998,15415.0,14.8167,105.8667,15468785204,0.04348111,0.10484803355267602,0.06490007115220256,0.06403308409691662,0.06403308595754292,9.905140526265001e8,1385.3346393159943,64256.50681975349
Attapeu,2022,5512.16,0.32120273,9.6,0.30861798,17161,17161,143480.46597499997,10320.0,14.8,106.8333,15468785204,0.030316751,0.021040067088431858,0.04344915564649565,0.028846986561359252,0.028846987399573792,4.462278518665015e8,3110.0251092316093,43239.13293280053
Xaisomboun,2022,4782.58,0.34937397,9.6,0.36240545,13689,13689,87742.20279999997,8141.0,18.65,103.25,15468785204,0.02630408,0.012866572608709381,0.034275152724624135,0.02306993458689457,0.023069935257243778,3.5686387316449046e8,4067.186163287099,43835.38547653734
